Datenpunkt ID;Name;ADDR
KE9_KonfiDPumpeMinDrehzahlReduziertA1M1;(E9) Reduzierte Drehzahl geregelte Pumpe;0x27E9
KF1_KonfiTemperaturprogrammM1;(F1) Estrichfunktion;0x27F1
KF2_KonfiPartyzeitGWGA1;(F2) Zeitbegrenzung Party/ Betriebsartenumschaltung;0x27F2
KF8_KonfiStartModTRSollredA1;(F8) Start Modifizierung Raumsolltemp. red.;0x27F8
KF9_KonfiEndeModTRSollredA1;(F9) Ende Modifizierung Raumsolltemp. red.;0x27F9
KFA_KonfiUeberhoehungVTSollA1;(FA) öberhîhung Vorlaufsolltemperatur;0x27FA
KFB_KonfiDauerUeberhoehungVTSollA1;(FB) Dauer öberhîhung Vorlaufsolltemperatur;0x27FB
Schaltzeiten_M2_HK_Montag_03;Schaltzeiten_M2_HK_Montag_03;0x3000
Schaltzeiten_M2_HK_Montag_05;Schaltzeiten_M2_HK_Montag_05;0x3000
Schaltzeiten_M2_HK_Montag_01;Schaltzeiten_M2_HK_Montag_01;0x3000
Schaltzeiten_M2_HK_Montag_04;Schaltzeiten_M2_HK_Montag_04;0x3000
Schaltzeiten_M2_HK_Montag_07;Schaltzeiten_M2_HK_Montag_07;0x3000
Schaltzeiten_M2_HK_Montag_00;Schaltzeiten_M2_HK_Montag_00;0x3000
Schaltzeiten_M2_HK_Montag_06;Schaltzeiten_M2_HK_Montag_06;0x3000
Schaltzeiten_M2_HK_Montag_02;Schaltzeiten_M2_HK_Montag_02;0x3000
Schaltzeiten_M2_HK_Dienstag_03;Schaltzeiten_M2_HK_Dienstag_03;0x3008
Schaltzeiten_M2_HK_Dienstag_05;Schaltzeiten_M2_HK_Dienstag_05;0x3008
Schaltzeiten_M2_HK_Dienstag_07;Schaltzeiten_M2_HK_Dienstag_07;0x3008
Schaltzeiten_M2_HK_Dienstag_01;Schaltzeiten_M2_HK_Dienstag_01;0x3008
Schaltzeiten_M2_HK_Dienstag_04;Schaltzeiten_M2_HK_Dienstag_04;0x3008
Schaltzeiten_M2_HK_Dienstag_06;Schaltzeiten_M2_HK_Dienstag_06;0x3008
Schaltzeiten_M2_HK_Dienstag_02;Schaltzeiten_M2_HK_Dienstag_02;0x3008
Schaltzeiten_M2_HK_Dienstag_00;Schaltzeiten_M2_HK_Dienstag_00;0x3008
Schaltzeiten_M2_HK_Mittwoch_07;Schaltzeiten_M2_HK_Mittwoch_07;0x3010
Schaltzeiten_M2_HK_Mittwoch_06;Schaltzeiten_M2_HK_Mittwoch_06;0x3010
Schaltzeiten_M2_HK_Mittwoch_00;Schaltzeiten_M2_HK_Mittwoch_00;0x3010
Schaltzeiten_M2_HK_Mittwoch_02;Schaltzeiten_M2_HK_Mittwoch_02;0x3010
Schaltzeiten_M2_HK_Mittwoch_03;Schaltzeiten_M2_HK_Mittwoch_03;0x3010
Schaltzeiten_M2_HK_Mittwoch_01;Schaltzeiten_M2_HK_Mittwoch_01;0x3010
Schaltzeiten_M2_HK_Mittwoch_04;Schaltzeiten_M2_HK_Mittwoch_04;0x3010
Schaltzeiten_M2_HK_Mittwoch_05;Schaltzeiten_M2_HK_Mittwoch_05;0x3010
Schaltzeiten_M2_HK_Donnerstag_06;Schaltzeiten_M2_HK_Donnerstag_06;0x3018
Schaltzeiten_M2_HK_Donnerstag_07;Schaltzeiten_M2_HK_Donnerstag_07;0x3018
Schaltzeiten_M2_HK_Donnerstag_05;Schaltzeiten_M2_HK_Donnerstag_05;0x3018
Schaltzeiten_M2_HK_Donnerstag_01;Schaltzeiten_M2_HK_Donnerstag_01;0x3018
Schaltzeiten_M2_HK_Donnerstag_02;Schaltzeiten_M2_HK_Donnerstag_02;0x3018
Schaltzeiten_M2_HK_Donnerstag_04;Schaltzeiten_M2_HK_Donnerstag_04;0x3018
Schaltzeiten_M2_HK_Donnerstag_00;Schaltzeiten_M2_HK_Donnerstag_00;0x3018
Schaltzeiten_M2_HK_Donnerstag_03;Schaltzeiten_M2_HK_Donnerstag_03;0x3018
Schaltzeiten_M2_HK_Freitag_04;Schaltzeiten_M2_HK_Freitag_04;0x3020
Schaltzeiten_M2_HK_Freitag_01;Schaltzeiten_M2_HK_Freitag_01;0x3020
Schaltzeiten_M2_HK_Freitag_06;Schaltzeiten_M2_HK_Freitag_06;0x3020
Schaltzeiten_M2_HK_Freitag_00;Schaltzeiten_M2_HK_Freitag_00;0x3020
Schaltzeiten_M2_HK_Freitag_02;Schaltzeiten_M2_HK_Freitag_02;0x3020
Schaltzeiten_M2_HK_Freitag_03;Schaltzeiten_M2_HK_Freitag_03;0x3020
Schaltzeiten_M2_HK_Freitag_05;Schaltzeiten_M2_HK_Freitag_05;0x3020
Schaltzeiten_M2_HK_Freitag_07;Schaltzeiten_M2_HK_Freitag_07;0x3020
Schaltzeiten_M2_HK_Samstag_07;Schaltzeiten_M2_HK_Samstag_07;0x3028
Schaltzeiten_M2_HK_Samstag_01;Schaltzeiten_M2_HK_Samstag_01;0x3028
Schaltzeiten_M2_HK_Samstag_03;Schaltzeiten_M2_HK_Samstag_03;0x3028
Schaltzeiten_M2_HK_Samstag_00;Schaltzeiten_M2_HK_Samstag_00;0x3028
Schaltzeiten_M2_HK_Samstag_02;Schaltzeiten_M2_HK_Samstag_02;0x3028
Schaltzeiten_M2_HK_Samstag_05;Schaltzeiten_M2_HK_Samstag_05;0x3028
Schaltzeiten_M2_HK_Samstag_04;Schaltzeiten_M2_HK_Samstag_04;0x3028
Schaltzeiten_M2_HK_Samstag_06;Schaltzeiten_M2_HK_Samstag_06;0x3028
Schaltzeiten_M2_HK_Sonntag_02;Schaltzeiten_M2_HK_Sonntag_02;0x3030
Schaltzeiten_M2_HK_Sonntag_00;Schaltzeiten_M2_HK_Sonntag_00;0x3030
Schaltzeiten_M2_HK_Sonntag_05;Schaltzeiten_M2_HK_Sonntag_05;0x3030
Schaltzeiten_M2_HK_Sonntag_04;Schaltzeiten_M2_HK_Sonntag_04;0x3030
Schaltzeiten_M2_HK_Sonntag_03;Schaltzeiten_M2_HK_Sonntag_03;0x3030
Schaltzeiten_M2_HK_Sonntag_07;Schaltzeiten_M2_HK_Sonntag_07;0x3030
Schaltzeiten_M2_HK_Sonntag_01;Schaltzeiten_M2_HK_Sonntag_01;0x3030
Schaltzeiten_M2_HK_Sonntag_06;Schaltzeiten_M2_HK_Sonntag_06;0x3030
NRF_Schaltzeiten_M2_WW_Montag_06;Schaltzeiten_M2_WW_Montag_06;0x3080
NRF_Schaltzeiten_M2_WW_Montag_05;Schaltzeiten_M2_WW_Montag_05;0x3080
NRF_Schaltzeiten_M2_WW_Montag_03;Schaltzeiten_M2_WW_Montag_03;0x3080
NRF_Schaltzeiten_M2_WW_Montag_01;Schaltzeiten_M2_WW_Montag_01;0x3080
NRF_Schaltzeiten_M2_WW_Montag_00;Schaltzeiten_M2_WW_Montag_00;0x3080
NRF_Schaltzeiten_M2_WW_Montag_07;Schaltzeiten_M2_WW_Montag_07;0x3080
NRF_Schaltzeiten_M2_WW_Montag_04;Schaltzeiten_M2_WW_Montag_04;0x3080
NRF_Schaltzeiten_M2_WW_Montag_02;Schaltzeiten_M2_WW_Montag_02;0x3080
NRF_Schaltzeiten_M2_WW_Dienstag_05;Schaltzeiten_M2_WW_Dienstag_05;0x3088
NRF_Schaltzeiten_M2_WW_Dienstag_02;Schaltzeiten_M2_WW_Dienstag_02;0x3088
NRF_Schaltzeiten_M2_WW_Dienstag_06;Schaltzeiten_M2_WW_Dienstag_06;0x3088
NRF_Schaltzeiten_M2_WW_Dienstag_07;Schaltzeiten_M2_WW_Dienstag_07;0x3088
NRF_Schaltzeiten_M2_WW_Dienstag_01;Schaltzeiten_M2_WW_Dienstag_01;0x3088
NRF_Schaltzeiten_M2_WW_Dienstag_04;Schaltzeiten_M2_WW_Dienstag_04;0x3088
NRF_Schaltzeiten_M2_WW_Dienstag_03;Schaltzeiten_M2_WW_Dienstag_03;0x3088
NRF_Schaltzeiten_M2_WW_Dienstag_00;Schaltzeiten_M2_WW_Dienstag_00;0x3088
NRF_Schaltzeiten_M2_WW_Mittwoch_00;Schaltzeiten_M2_WW_Mittwoch_00;0x3090
NRF_Schaltzeiten_M2_WW_Mittwoch_02;Schaltzeiten_M2_WW_Mittwoch_02;0x3090
NRF_Schaltzeiten_M2_WW_Mittwoch_06;Schaltzeiten_M2_WW_Mittwoch_06;0x3090
NRF_Schaltzeiten_M2_WW_Mittwoch_04;Schaltzeiten_M2_WW_Mittwoch_04;0x3090
NRF_Schaltzeiten_M2_WW_Mittwoch_03;Schaltzeiten_M2_WW_Mittwoch_03;0x3090
NRF_Schaltzeiten_M2_WW_Mittwoch_05;Schaltzeiten_M2_WW_Mittwoch_05;0x3090
NRF_Schaltzeiten_M2_WW_Mittwoch_07;Schaltzeiten_M2_WW_Mittwoch_07;0x3090
NRF_Schaltzeiten_M2_WW_Mittwoch_01;Schaltzeiten_M2_WW_Mittwoch_01;0x3090
NRF_Schaltzeiten_M2_WW_Donnerstag_05;Schaltzeiten_M2_WW_Donnerstag_05;0x3098
NRF_Schaltzeiten_M2_WW_Donnerstag_03;Schaltzeiten_M2_WW_Donnerstag_03;0x3098
NRF_Schaltzeiten_M2_WW_Donnerstag_04;Schaltzeiten_M2_WW_Donnerstag_04;0x3098
NRF_Schaltzeiten_M2_WW_Donnerstag_01;Schaltzeiten_M2_WW_Donnerstag_01;0x3098
NRF_Schaltzeiten_M2_WW_Donnerstag_00;Schaltzeiten_M2_WW_Donnerstag_00;0x3098
NRF_Schaltzeiten_M2_WW_Donnerstag_06;Schaltzeiten_M2_WW_Donnerstag_06;0x3098
NRF_Schaltzeiten_M2_WW_Donnerstag_02;Schaltzeiten_M2_WW_Donnerstag_02;0x3098
NRF_Schaltzeiten_M2_WW_Donnerstag_07;Schaltzeiten_M2_WW_Donnerstag_07;0x3098
NRF_Schaltzeiten_M2_WW_Freitag_00;Schaltzeiten_M2_WW_Freitag_00;0x30A0
NRF_Schaltzeiten_M2_WW_Freitag_01;Schaltzeiten_M2_WW_Freitag_01;0x30A0
NRF_Schaltzeiten_M2_WW_Freitag_02;Schaltzeiten_M2_WW_Freitag_02;0x30A0
NRF_Schaltzeiten_M2_WW_Freitag_06;Schaltzeiten_M2_WW_Freitag_06;0x30A0
NRF_Schaltzeiten_M2_WW_Freitag_04;Schaltzeiten_M2_WW_Freitag_04;0x30A0
NRF_Schaltzeiten_M2_WW_Freitag_05;Schaltzeiten_M2_WW_Freitag_05;0x30A0
NRF_Schaltzeiten_M2_WW_Freitag_03;Schaltzeiten_M2_WW_Freitag_03;0x30A0
NRF_Schaltzeiten_M2_WW_Freitag_07;Schaltzeiten_M2_WW_Freitag_07;0x30A0
NRF_Schaltzeiten_M2_WW_Samstag_02;Schaltzeiten_M2_WW_Samstag_02;0x30A8
NRF_Schaltzeiten_M2_WW_Samstag_00;Schaltzeiten_M2_WW_Samstag_00;0x30A8
NRF_Schaltzeiten_M2_WW_Samstag_03;Schaltzeiten_M2_WW_Samstag_03;0x30A8
NRF_Schaltzeiten_M2_WW_Samstag_04;Schaltzeiten_M2_WW_Samstag_04;0x30A8
NRF_Schaltzeiten_M2_WW_Samstag_07;Schaltzeiten_M2_WW_Samstag_07;0x30A8
NRF_Schaltzeiten_M2_WW_Samstag_01;Schaltzeiten_M2_WW_Samstag_01;0x30A8
NRF_Schaltzeiten_M2_WW_Samstag_06;Schaltzeiten_M2_WW_Samstag_06;0x30A8
NRF_Schaltzeiten_M2_WW_Samstag_05;Schaltzeiten_M2_WW_Samstag_05;0x30A8
NRF_Schaltzeiten_M2_WW_Sonntag_06;Schaltzeiten_M2_WW_Sonntag_06;0x30B0
NRF_Schaltzeiten_M2_WW_Sonntag_03;Schaltzeiten_M2_WW_Sonntag_03;0x30B0
NRF_Schaltzeiten_M2_WW_Sonntag_00;Schaltzeiten_M2_WW_Sonntag_00;0x30B0
NRF_Schaltzeiten_M2_WW_Sonntag_01;Schaltzeiten_M2_WW_Sonntag_01;0x30B0
NRF_Schaltzeiten_M2_WW_Sonntag_02;Schaltzeiten_M2_WW_Sonntag_02;0x30B0
NRF_Schaltzeiten_M2_WW_Sonntag_04;Schaltzeiten_M2_WW_Sonntag_04;0x30B0
NRF_Schaltzeiten_M2_WW_Sonntag_05;Schaltzeiten_M2_WW_Sonntag_05;0x30B0
NRF_Schaltzeiten_M2_WW_Sonntag_07;Schaltzeiten_M2_WW_Sonntag_07;0x30B0
Schaltzeiten_M2_WW_Montag_05;Schaltzeiten_M2_WW_Montag_05;0x3100
Schaltzeiten_M2_WW_Montag_04;Schaltzeiten_M2_WW_Montag_04;0x3100
NRF_Schaltzeiten_M2_ZP_Montag_05;Schaltzeiten_M2_ZP_Montag_05;0x3100
Schaltzeiten_M2_WW_Montag_07;Schaltzeiten_M2_WW_Montag_07;0x3100
Schaltzeiten_M2_WW_Montag_06;Schaltzeiten_M2_WW_Montag_06;0x3100
Schaltzeiten_M2_WW_Montag_02;Schaltzeiten_M2_WW_Montag_02;0x3100
NRF_Schaltzeiten_M2_ZP_Montag_07;Schaltzeiten_M2_ZP_Montag_07;0x3100
NRF_Schaltzeiten_M2_ZP_Montag_06;Schaltzeiten_M2_ZP_Montag_06;0x3100
Schaltzeiten_M2_WW_Montag_03;Schaltzeiten_M2_WW_Montag_03;0x3100
NRF_Schaltzeiten_M2_ZP_Montag_00;Schaltzeiten_M2_ZP_Montag_00;0x3100
Schaltzeiten_M2_WW_Montag_01;Schaltzeiten_M2_WW_Montag_01;0x3100
NRF_Schaltzeiten_M2_ZP_Montag_02;Schaltzeiten_M2_ZP_Montag_02;0x3100
NRF_Schaltzeiten_M2_ZP_Montag_03;Schaltzeiten_M2_ZP_Montag_03;0x3100
Schaltzeiten_M2_WW_Montag_00;Schaltzeiten_M2_WW_Montag_00;0x3100
NRF_Schaltzeiten_M2_ZP_Montag_01;Schaltzeiten_M2_ZP_Montag_01;0x3100
NRF_Schaltzeiten_M2_ZP_Montag_04;Schaltzeiten_M2_ZP_Montag_04;0x3100
NRF_Schaltzeiten_M2_ZP_Dienstag_05;Schaltzeiten_M2_ZP_Dienstag_05;0x3108
NRF_Schaltzeiten_M2_ZP_Dienstag_01;Schaltzeiten_M2_ZP_Dienstag_01;0x3108
NRF_Schaltzeiten_M2_ZP_Dienstag_02;Schaltzeiten_M2_ZP_Dienstag_02;0x3108
Schaltzeiten_M2_WW_Dienstag_00;Schaltzeiten_M2_WW_Dienstag_00;0x3108
NRF_Schaltzeiten_M2_ZP_Dienstag_04;Schaltzeiten_M2_ZP_Dienstag_04;0x3108
Schaltzeiten_M2_WW_Dienstag_03;Schaltzeiten_M2_WW_Dienstag_03;0x3108
NRF_Schaltzeiten_M2_ZP_Dienstag_03;Schaltzeiten_M2_ZP_Dienstag_03;0x3108
NRF_Schaltzeiten_M2_ZP_Dienstag_07;Schaltzeiten_M2_ZP_Dienstag_07;0x3108
Schaltzeiten_M2_WW_Dienstag_05;Schaltzeiten_M2_WW_Dienstag_05;0x3108
Schaltzeiten_M2_WW_Dienstag_02;Schaltzeiten_M2_WW_Dienstag_02;0x3108
Schaltzeiten_M2_WW_Dienstag_07;Schaltzeiten_M2_WW_Dienstag_07;0x3108
NRF_Schaltzeiten_M2_ZP_Dienstag_06;Schaltzeiten_M2_ZP_Dienstag_06;0x3108
NRF_Schaltzeiten_M2_ZP_Dienstag_00;Schaltzeiten_M2_ZP_Dienstag_00;0x3108
Schaltzeiten_M2_WW_Dienstag_01;Schaltzeiten_M2_WW_Dienstag_01;0x3108
Schaltzeiten_M2_WW_Dienstag_04;Schaltzeiten_M2_WW_Dienstag_04;0x3108
Schaltzeiten_M2_WW_Dienstag_06;Schaltzeiten_M2_WW_Dienstag_06;0x3108
NRF_Schaltzeiten_M2_ZP_Mittwoch_01;Schaltzeiten_M2_ZP_Mittwoch_01;0x3110
NRF_Schaltzeiten_M2_ZP_Mittwoch_02;Schaltzeiten_M2_ZP_Mittwoch_02;0x3110
NRF_Schaltzeiten_M2_ZP_Mittwoch_05;Schaltzeiten_M2_ZP_Mittwoch_05;0x3110
NRF_Schaltzeiten_M2_ZP_Mittwoch_03;Schaltzeiten_M2_ZP_Mittwoch_03;0x3110
NRF_Schaltzeiten_M2_ZP_Mittwoch_04;Schaltzeiten_M2_ZP_Mittwoch_04;0x3110
NRF_Schaltzeiten_M2_ZP_Mittwoch_07;Schaltzeiten_M2_ZP_Mittwoch_07;0x3110
NRF_Schaltzeiten_M2_ZP_Mittwoch_00;Schaltzeiten_M2_ZP_Mittwoch_00;0x3110
Schaltzeiten_M2_WW_Mittwoch_05;Schaltzeiten_M2_WW_Mittwoch_05;0x3110
Schaltzeiten_M2_WW_Mittwoch_01;Schaltzeiten_M2_WW_Mittwoch_01;0x3110
Schaltzeiten_M2_WW_Mittwoch_07;Schaltzeiten_M2_WW_Mittwoch_07;0x3110
Schaltzeiten_M2_WW_Mittwoch_06;Schaltzeiten_M2_WW_Mittwoch_06;0x3110
Schaltzeiten_M2_WW_Mittwoch_02;Schaltzeiten_M2_WW_Mittwoch_02;0x3110
Schaltzeiten_M2_WW_Mittwoch_00;Schaltzeiten_M2_WW_Mittwoch_00;0x3110
Schaltzeiten_M2_WW_Mittwoch_03;Schaltzeiten_M2_WW_Mittwoch_03;0x3110
NRF_Schaltzeiten_M2_ZP_Mittwoch_06;Schaltzeiten_M2_ZP_Mittwoch_06;0x3110
Schaltzeiten_M2_WW_Mittwoch_04;Schaltzeiten_M2_WW_Mittwoch_04;0x3110
NRF_Schaltzeiten_M2_ZP_Donnerstag_01;Schaltzeiten_M2_ZP_Donnerstag_01;0x3118
NRF_Schaltzeiten_M2_ZP_Donnerstag_05;Schaltzeiten_M2_ZP_Donnerstag_05;0x3118
Schaltzeiten_M2_WW_Donnerstag_01;Schaltzeiten_M2_WW_Donnerstag_01;0x3118
Schaltzeiten_M2_WW_Donnerstag_07;Schaltzeiten_M2_WW_Donnerstag_07;0x3118
Schaltzeiten_M2_WW_Donnerstag_03;Schaltzeiten_M2_WW_Donnerstag_03;0x3118
Schaltzeiten_M2_WW_Donnerstag_06;Schaltzeiten_M2_WW_Donnerstag_06;0x3118
NRF_Schaltzeiten_M2_ZP_Donnerstag_04;Schaltzeiten_M2_ZP_Donnerstag_04;0x3118
Schaltzeiten_M2_WW_Donnerstag_04;Schaltzeiten_M2_WW_Donnerstag_04;0x3118
NRF_Schaltzeiten_M2_ZP_Donnerstag_02;Schaltzeiten_M2_ZP_Donnerstag_02;0x3118
NRF_Schaltzeiten_M2_ZP_Donnerstag_03;Schaltzeiten_M2_ZP_Donnerstag_03;0x3118
Schaltzeiten_M2_WW_Donnerstag_00;Schaltzeiten_M2_WW_Donnerstag_00;0x3118
NRF_Schaltzeiten_M2_ZP_Donnerstag_07;Schaltzeiten_M2_ZP_Donnerstag_07;0x3118
Schaltzeiten_M2_WW_Donnerstag_02;Schaltzeiten_M2_WW_Donnerstag_02;0x3118
NRF_Schaltzeiten_M2_ZP_Donnerstag_00;Schaltzeiten_M2_ZP_Donnerstag_00;0x3118
Schaltzeiten_M2_WW_Donnerstag_05;Schaltzeiten_M2_WW_Donnerstag_05;0x3118
NRF_Schaltzeiten_M2_?ZP_Donnerstag_06;Schaltzeiten_M2_ZP_Donnerstag_06;0x3118
NRF_Schaltzeiten_M2_ZP_Freitag_05;Schaltzeiten_M2_ZP_Freitag_05;0x3120
NRF_Schaltzeiten_M2_ZP_Freitag_01;Schaltzeiten_M2_ZP_Freitag_01;0x3120
NRF_Schaltzeiten_M2_ZP_Freitag_06;Schaltzeiten_M2_ZP_Freitag_06;0x3120
Schaltzeiten_M2_WW_Freitag_06;Schaltzeiten_M2_WW_Freitag_06;0x3120
NRF_Schaltzeiten_M2_ZP_Freitag_03;Schaltzeiten_M2_ZP_Freitag_03;0x3120
Schaltzeiten_M2_WW_Freitag_03;Schaltzeiten_M2_WW_Freitag_03;0x3120
Schaltzeiten_M2_WW_Freitag_04;Schaltzeiten_M2_WW_Freitag_04;0x3120
NRF_Schaltzeiten_M2_ZP_Freitag_00;Schaltzeiten_M2_ZP_Freitag_00;0x3120
Schaltzeiten_M2_WW_Freitag_00;Schaltzeiten_M2_WW_Freitag_00;0x3120
Schaltzeiten_M2_WW_Freitag_02;Schaltzeiten_M2_WW_Freitag_02;0x3120
NRF_Schaltzeiten_M2_ZP_Freitag_04;Schaltzeiten_M2_ZP_Freitag_04;0x3120
Schaltzeiten_M2_WW_Freitag_07;Schaltzeiten_M2_WW_Freitag_07;0x3120
Schaltzeiten_M2_WW_Freitag_05;Schaltzeiten_M2_WW_Freitag_05;0x3120
Schaltzeiten_M2_WW_Freitag_01;Schaltzeiten_M2_WW_Freitag_01;0x3120
NRF_Schaltzeiten_M2_ZP_Freitag_07;Schaltzeiten_M2_ZP_Freitag_07;0x3120
NRF_Schaltzeiten_M2_ZP_Freitag_02;Schaltzeiten_M2_ZP_Freitag_02;0x3120
Schaltzeiten_M2_WW_Samstag_02;Schaltzeiten_M2_WW_Samstag_02;0x3128
Schaltzeiten_M2_WW_Samstag_00;Schaltzeiten_M2_WW_Samstag_00;0x3128
NRF_Schaltzeiten_M2_ZP_Samstag_01;Schaltzeiten_M2_ZP_Samstag_01;0x3128
NRF_Schaltzeiten_M2_ZP_Samstag_07;Schaltzeiten_M2_ZP_Samstag_07;0x3128
Schaltzeiten_M2_WW_Samstag_01;Schaltzeiten_M2_WW_Samstag_01;0x3128
NRF_Schaltzeiten_M2_ZP_Samstag_06;Schaltzeiten_M2_ZP_Samstag_06;0x3128
NRF_Schaltzeiten_M2_ZP_Samstag_00;Schaltzeiten_M2_ZP_Samstag_00;0x3128
Schaltzeiten_M2_WW_Samstag_06;Schaltzeiten_M2_WW_Samstag_06;0x3128
Schaltzeiten_M2_WW_Samstag_07;Schaltzeiten_M2_WW_Samstag_07;0x3128
NRF_Schaltzeiten_M2_ZP_Samstag_04;Schaltzeiten_M2_ZP_Samstag_04;0x3128
NRF_Schaltzeiten_M2_ZP_Samstag_02;Schaltzeiten_M2_ZP_Samstag_02;0x3128
Schaltzeiten_M2_WW_Samstag_04;Schaltzeiten_M2_WW_Samstag_04;0x3128
NRF_Schaltzeiten_M2_ZP_Samstag_03;Schaltzeiten_M2_ZP_Samstag_03;0x3128
Schaltzeiten_M2_WW_Samstag_03;Schaltzeiten_M2_WW_Samstag_03;0x3128
NRF_Schaltzeiten_M2_ZP_Samstag_05;Schaltzeiten_M2_ZP_Samstag_05;0x3128
Schaltzeiten_M2_WW_Samstag_05;Schaltzeiten_M2_WW_Samstag_05;0x3128
NRF_Schaltzeiten_M2_ZP_Sonntag_04;Schaltzeiten_M2_ZP_Sonntag_04;0x3130
NRF_Schaltzeiten_M2_ZP_Sonntag_01;Schaltzeiten_M2_ZP_Sonntag_01;0x3130
Schaltzeiten_M2_WW_Sonntag_05;Schaltzeiten_M2_WW_Sonntag_05;0x3130
Schaltzeiten_M2_WW_Sonntag_07;Schaltzeiten_M2_WW_Sonntag_07;0x3130
Schaltzeiten_M2_WW_Sonntag_03;Schaltzeiten_M2_WW_Sonntag_03;0x3130
NRF_Schaltzeiten_M2_ZP_Sonntag_06;Schaltzeiten_M2_ZP_Sonntag_06;0x3130
Schaltzeiten_M2_WW_Sonntag_02;Schaltzeiten_M2_WW_Sonntag_02;0x3130
NRF_Schaltzeiten_M2_ZP_Sonntag_02;Schaltzeiten_M2_ZP_Sonntag_02;0x3130
NRF_Schaltzeiten_M2_ZP_Sonntag_03;Schaltzeiten_M2_ZP_Sonntag_03;0x3130
NRF_Schaltzeiten_M2_ZP_Sonntag_07;Schaltzeiten_M2_ZP_Sonntag_07;0x3130
Schaltzeiten_M2_WW_Sonntag_01;Schaltzeiten_M2_WW_Sonntag_01;0x3130
NRF_Schaltzeiten_M2_ZP_Sonntag_05;Schaltzeiten_M2_ZP_Sonntag_05;0x3130
Schaltzeiten_M2_WW_Sonntag_04;Schaltzeiten_M2_WW_Sonntag_04;0x3130
Schaltzeiten_M2_WW_Sonntag_00;Schaltzeiten_M2_WW_Sonntag_00;0x3130
Schaltzeiten_M2_WW_Sonntag_06;Schaltzeiten_M2_WW_Sonntag_06;0x3130
NRF_Schaltzeiten_M2_ZP_Sonntag_00;Schaltzeiten_M2_ZP_Sonntag_00;0x3130
Schaltzeiten_M2_ZP_Montag_07;Schaltzeiten_M2_ZP_Montag_07;0x3200
Schaltzeiten_M2_ZP_Montag_00;Schaltzeiten_M2_ZP_Montag_00;0x3200
Schaltzeiten_M2_ZP_Montag_06;Schaltzeiten_M2_ZP_Montag_06;0x3200
Schaltzeiten_M2_ZP_Montag_03;Schaltzeiten_M2_ZP_Montag_03;0x3200
Schaltzeiten_M2_ZP_Montag_02;Schaltzeiten_M2_ZP_Montag_02;0x3200
Schaltzeiten_M2_ZP_Montag_05;Schaltzeiten_M2_ZP_Montag_05;0x3200
Schaltzeiten_M2_ZP_Montag_01;Schaltzeiten_M2_ZP_Montag_01;0x3200
Schaltzeiten_M2_ZP_Montag_04;Schaltzeiten_M2_ZP_Montag_04;0x3200
Schaltzeiten_M2_ZP_Dienstag_03;Schaltzeiten_M2_ZP_Dienstag_03;0x3208
Schaltzeiten_M2_ZP_Dienstag_05;Schaltzeiten_M2_ZP_Dienstag_05;0x3208
Schaltzeiten_M2_ZP_Dienstag_06;Schaltzeiten_M2_ZP_Dienstag_06;0x3208
Schaltzeiten_M2_ZP_Dienstag_04;Schaltzeiten_M2_ZP_Dienstag_04;0x3208
Schaltzeiten_M2_ZP_Dienstag_02;Schaltzeiten_M2_ZP_Dienstag_02;0x3208
Schaltzeiten_M2_ZP_Dienstag_00;Schaltzeiten_M2_ZP_Dienstag_00;0x3208
Schaltzeiten_M2_ZP_Dienstag_07;Schaltzeiten_M2_ZP_Dienstag_07;0x3208
Schaltzeiten_M2_ZP_Dienstag_01;Schaltzeiten_M2_ZP_Dienstag_01;0x3208
Schaltzeiten_M2_ZP_Mittwoch_03;Schaltzeiten_M2_ZP_Mittwoch_03;0x3210
Schaltzeiten_M2_ZP_Mittwoch_07;Schaltzeiten_M2_ZP_Mittwoch_07;0x3210
Schaltzeiten_M2_ZP_Mittwoch_01;Schaltzeiten_M2_ZP_Mittwoch_01;0x3210
Schaltzeiten_M2_ZP_Mittwoch_04;Schaltzeiten_M2_ZP_Mittwoch_04;0x3210
Schaltzeiten_M2_ZP_Mittwoch_06;Schaltzeiten_M2_ZP_Mittwoch_06;0x3210
Schaltzeiten_M2_ZP_Mittwoch_02;Schaltzeiten_M2_ZP_Mittwoch_02;0x3210
Schaltzeiten_M2_ZP_Mittwoch_00;Schaltzeiten_M2_ZP_Mittwoch_00;0x3210
Schaltzeiten_M2_ZP_Mittwoch_05;Schaltzeiten_M2_ZP_Mittwoch_05;0x3210
Schaltzeiten_M2_ZP_Donnerstag_05;Schaltzeiten_M2_ZP_Donnerstag_05;0x3218
Schaltzeiten_M2_ZP_Donnerstag_01;Schaltzeiten_M2_ZP_Donnerstag_01;0x3218
Schaltzeiten_M2_ZP_Donnerstag_00;Schaltzeiten_M2_ZP_Donnerstag_00;0x3218
Schaltzeiten_M2_ZP_Donnerstag_07;Schaltzeiten_M2_ZP_Donnerstag_07;0x3218
Schaltzeiten_M2_ZP_Donnerstag_02;Schaltzeiten_M2_ZP_Donnerstag_02;0x3218
Schaltzeiten_M2_ZP_Donnerstag_04;Schaltzeiten_M2_ZP_Donnerstag_04;0x3218
Schaltzeiten_M2_ZP_Donnerstag_06;Schaltzeiten_M2_ZP_Donnerstag_06;0x3218
Schaltzeiten_M2_ZP_Donnerstag_03;Schaltzeiten_M2_ZP_Donnerstag_03;0x3218
